dates;prix_spot;prix_OA1C;prix_OA2C;prix_OA4C;prix_OA5C;ossau_artouste_lac;ossau_artouste_usine;ossau_bious;ossau_pont_de_camps;ossau_miegebat;ossau_hourat;ossau_geteu;ossau_castet;ossau_fabreges;valentin_eaux_bonnes;valentin_assouste;valentin_espalungue;mareges_mareges;mareges_saint_pierre;mareges_coindre;louron_lassoula;louron_clarabide;louron_lapes;louron_pont_de_prat;louron_aube;louron_pont_d_estagnou;eget_eget;eget_oule
01/01/2017 00:00;71,12;40;20,55;23,83;45,97;0;0;0;0;0;0;0;0,27;0;0;0;0;NA;0;0;0;0,53;0,25;0;0;0;0;0
01/01/2017 01:00;23,58;40;37,24;50,56;47,77;0;0;0;0;0;0;0;0,26;0;0;0;0;NA;0;0;0;0,13;0,16;0;0;0;0;0
01/01/2017 02:00;33,33;40;6,17;49,82;43,87;0;0;0;0;0;0;0;0,26;0;0;0;0;NA;0;0;0;0;0,18;0;0;0;0;0
01/01/2017 03:00;52,57;40;2,45;12,32;18,79;0;0;0;0;0;0;0;0,26;0;0;0;0;NA;0;0;0;0;0,18;0;0;0;0;0
01/01/2017 04:00;7,71;40;31,23;17,74;39,85;0;0;0;0;0;0;0;0,26;0;0;0;0;NA;0;0;0;0;0,19;0;0;0;0;0
01/01/2017 05:00;40,9;40;0,97;24,73;21,26;0;0;0;0;3,11;1,5;0,15;0,25;0;0;0;0;NA;0;0;0;0;0,2;0;0;0;0;0
01/01/2017 06:00;28,5;40;37,87;44,6;37,08;0;0;0;0;6;2,98;0,18;0,25;0;0;0;0;NA;0;0;0;0;0,21;0;0;0;0;0
01/01/2017 07:00;22,54;40;19,9;20,33;10,31;0;0;0;0;6;2,98;0,18;0,24;0;0;0;0;NA;0;0;0;0;0,21;0;0;0;0;0
01/01/2017 08:00;72,66;40;16,48;26,57;3,81;0;0;0;0;6;2,98;0,16;0,24;0;0;0;0;NA;0;0;0;0;0,22;0;0;0;0;0
01/01/2017 09:00;48,63;40;2,48;22,59;31,69;0;0;0;0;6;2,97;0,16;0,24;0;0;0;0;NA;0;0;0;0;0,23;0;0;0;0;0
01/01/2017 10:00;77,16;40;43,97;45,21;57,43;0;0;0;0;1,62;5,09;0,74;0,24;0;0;0;0;NA;0;0;0;0;0,27;0;0;0;0;0
01/01/2017 11:00;25,21;40;30,64;50,79;26,87;0;0;0;0;0,04;1,63;0,29;0,24;0;0;0;0;NA;0;0;0;0;0,26;0;0;0;0;0
01/01/2017 12:00;82,84;40;47,4;20,05;28,15;0;0;0;0;31,8;16,12;3,66;0,24;6,82;0;0;0;NA;0;0;0;0;0,24;0;0;0;0;0
01/01/2017 13:00;66,35;40;47,69;27,56;27,88;0;0;0;0;31,35;16,89;3,71;0,24;7,42;0;0;0;NA;0;0;0;0;0,24;0;0;0;0;0
01/01/2017 14:00;34,15;40;0,56;21,06;26,46;0;0;0;0;10,3;5,42;0,78;0,25;1,28;0;0;0;NA;0;0;0;0,05;0,23;0;0;0;0;0,01
01/01/2017 15:00;48,6;40;8,91;47,69;38,07;0;0;0;0;1,5;4,81;0,71;0,25;0;0;0;0;NA;0;0;0;0,54;0,24;0;0;0;0;0,13
01/01/2017 16:00;67,19;40;29,8;10,81;50,58;0;0;0;0;0;0;0;0,25;0;0;0;0;NA;0;0;0;0,53;0,24;0;0;0;7,96;0,12
01/01/2017 17:00;21,46;40;12,52;25,81;9,25;0;0;0;0;0;0;0;0,25;0;0;0;0;NA;40,3;0;0;0,53;0,24;0;0;0;8,97;0,01
01/01/2017 18:00;26,21;40;12,97;21,56;38,38;0;0;0;0;0,05;0;0;0,25;0;0;0;0;NA;86,85;0;0;0,52;0,24;0;0;0;3,8;0
01/01/2017 19:00;83,61;40;17,61;27,88;49,19;0;0;0;0;13,97;8,19;1,58;0,25;0;0;0;0;NA;86,77;0;0;0,52;0,26;0;0;0;0;0
01/01/2017 20:00;58,84;40;11,7;42,07;29,48;0;0;0;0;0,75;2,6;0,43;0,24;0;0;0;0;NA;15,57;0;0;0,52;0,28;0;0;0;0;0
01/01/2017 21:00;15,9;40;23,76;24,31;49,12;0;0;0;0;3,29;2,55;0,47;0,24;0,33;0,13;0,08;0;NA;74,63;0;0;0,12;0,26;0;0;0;0;0
01/01/2017 22:00;46,86;40;16,59;33,26;15,91;0;0;0;0;0,03;0;0;0,24;0;0;0;0;NA;86,09;0;0;0;0,24;0;0;0;0;0
01/01/2017 23:00;81,77;40;11,5;6,41;38,03;0;0;0;0;30,17;15,22;3,4;0,24;6,39;0;0;0;NA;15,31;0;0;0;0,24;0;0;0;0;0
02/01/2017 00:00;23,53;40;35,53;48,93;49,96;0;0;0;0;10,26;6,21;0,99;0,24;1,07;0;0;0;NA;0;0;0;0;0,24;0;0;0;0;0
02/01/2017 01:00;9,41;40;30,12;44,72;47,24;0;0;0;0;0,37;2,64;0,41;0,24;0;0;0;0;NA;0;0;0;0;0,24;0;0;0;0;0
02/01/2017 02:00;49;40;30,11;0,74;15,79;0;0;0;0;0;0;0;0,24;0;0;0;0;NA;0;0;0;0;0,24;0;0;0;0;0
02/01/2017 03:00;34,89;40;42,73;7,3;17,84;0;0;0;0;0;0;0;0,24;0;0;0;0;NA;0;0;0;0;0,24;0;0;0;0;0
02/01/2017 04:00;64,96;40;36,84;6,51;45,7;0;0;0;0;0;0;0;0,24;0;0;0;0;NA;0;0;0;0;0,24;0;0;0;0;0
02/01/2017 05:00;40,92;40;18,63;35,7;44,92;0;0;0;0;0;0;0;0,23;0;0;0;0;NA;0;0;0;0;0,24;0;0;0;0;0
02/01/2017 06:00;38,09;40;14,86;34,67;40,46;0;0;0;0;0;0;0;0,23;0;0;0;0;NA;0;0;0;0;0,25;0;0;0;0;0
02/01/2017 07:00;36,76;40;13,54;27;0,38;0;0;0;0;0;0;0;0,23;0;0;0;0;NA;0;0;0;0;0,27;0;0;0;0;0
02/01/2017 08:00;22,36;40;42,38;4,34;33,82;0;0;0;0;0,02;0;0;0,22;0;0;0;0;NA;0;0;0;0;0,29;0;0;0;0;0
02/01/2017 09:00;66,19;40;37,99;23,31;26,15;0;0;0;0;31,02;16,63;3,81;0,21;5,99;0,62;0,37;0,4;NA;0;0;0;0;0,31;0;0;0;0;0
02/01/2017 10:00;77,21;40;12,74;52,48;44,84;0;0;0;32,52;33,34;20,34;4,66;0,21;6,47;0,73;0,43;0,93;NA;0;0;0;0,18;0,32;0;0;0;0;0
02/01/2017 11:00;28,86;40;4,18;48,79;39,91;0;0;0;6,34;29,17;17,06;3,73;0,22;6,81;0,07;0,05;0,37;NA;0;0;0;0,53;0,33;0;0;0;0;0
02/01/2017 12:00;67,8;40;49;16,54;47,77;0;0;0;0;10,1;5,77;0,87;0,23;1,21;0;0;0;NA;0;0;0;0,52;0,19;0;0;0;0;0
02/01/2017 13:00;41,08;40;47,11;31,58;23,84;0;0;0;0;6;2,99;0,18;0,24;0;0;0;0;NA;0;0;0;0,53;0,18;0;0;0;0;0
02/01/2017 14:00;32,54;40;49,83;35,78;58,55;0;0;0;0;1,23;5,27;0,79;0,24;0;0;0;0;NA;0;0;0;0,53;0,18;0;0;0;0;0
02/01/2017 15:00;0,65;40;1,26;18,14;18,48;0,26;0;0;0;0;0,9;0,16;0,24;0;0;0;0;NA;0;0;0;0,53;0,19;0;0;0;0;0
02/01/2017 16:00;22,53;40;39,83;44,28;13,93;0,47;0,1;0;0;0,05;0;0;0,24;0;0;0;0;NA;0;0;0,08;0,59;0,2;0;0;0;0;0,46
02/01/2017 17:00;15,72;40;5,6;13,68;56,6;0,47;20,54;0;9,95;38,34;19,29;4,04;0,27;5,97;0;0;0;NA;0;0;15,75;10,84;0,21;0;0;0;27,71;0,64
02/01/2017 18:00;23,89;40;23,76;36,95;52,52;0,47;21,96;0;35,74;43,47;22,81;4,6;0,29;7,25;0;0;0;NA;78,94;0;16,9;18,07;0,22;0;0;0;31,85;0,63
02/01/2017 19:00;62,01;40;1,6;23,21;7,92;0,03;21,97;0;35,73;43,42;23,87;4,83;0,3;7,42;0;0;0;NA;92,65;0;16,87;18,59;0,22;0;0;0;31,59;0,35
02/01/2017 20:00;47,38;40;5,9;53,79;2,33;0;8,57;0;30,85;28,41;15,55;3,19;0,31;5,34;0;0;0;NA;91,92;0;2,95;9,08;0,23;0;0;0;14,43;0
02/01/2017 21:00;21,79;40;38,72;26,68;52,33;0;4,61;0;5,18;9,44;7,36;1,34;0,32;0,86;0;0;0;NA;16,42;0;0;0,48;0,24;0;0;0;1,75;0
02/01/2017 22:00;1,36;40;3,43;32,83;18,69;0;0;0;0;6;3,51;0,35;0,37;0;0;0;0;NA;0;0;0;0,46;0,25;0;0;0;0;0
02/01/2017 23:00;34,96;40;9,61;31,08;30,43;0;0;0;0;3,98;3,94;0,44;0,37;0;0;0;0;NA;0;0;0;0,48;0,25;0;0;0;0;0
03/01/2017 00:00;35,2;40;17,93;35,91;25,77;0;0;0;0;0;1,53;0,27;0,3;0;0;0;0;NA;0;0;0;0,48;0,26;0;0;0;0;0
03/01/2017 01:00;34,35;40;49,32;36,36;0,18;0;0;0;0;0;0;0;0,43;0;0;0;0;NA;0;0;0;0,48;0,26;0;0;0;0;0
03/01/2017 02:00;54,13;40;13,02;9,97;11,42;0;0;0;0;0;0;0;0,53;0;0;0;0;NA;0;0;0;0,35;0,26;0;0;0;0;0
03/01/2017 03:00;57,5;40;31,61;9,66;52,9;0;0;0;0;0;0;0;0,52;0;0;0;0;NA;0;0;0;0;0,26;0;0;0;0;0
03/01/2017 04:00;21,85;40;37,55;5,59;27,17;0;0;0;0;0;0;0;0,49;0;0;0;0;NA;0;0;0;0;0,26;0;0;0;0;0
03/01/2017 05:00;12,16;40;49,26;41,17;50,97;0,26;0;0;0;0;0;0;0,46;0;0;0;0;NA;0;0;0;0;0,26;0;0;0;0;0
03/01/2017 06:00;78,18;40;3,31;3,35;43,52;0,47;0,1;0;0;0,38;0;0;0,34;0,04;0;0;0;NA;0;0;0;0;0,26;0;0;0;0;0,46
03/01/2017 07:00;41,09;40;22,17;31,86;45,73;0,47;19,72;0;33,61;41,47;22,59;4,73;0,28;6,58;0;0;0;NA;0;0;9,19;4,35;0,26;0;0;0;27,7;0,63
03/01/2017 08:00;18,95;40;4,88;9,78;22,99;0,47;21,98;0;35,82;46,16;26,69;5,47;0,4;6,74;0;0;0;NA;83,78;16,13;15,82;14,51;0,26;0;0;0;31,86;0,62
03/01/2017 09:00;13,71;40;11,5;37,76;53,29;0,47;21,97;0;35,81;44,35;24,89;5,04;0,54;7,2;0,62;0,37;0,88;NA;97,77;24,04;16,89;18,69;0,26;0;0;0;31,15;0,62
03/01/2017 10:00;47,09;40;28,68;27,35;22,54;0,47;21,96;0;35,8;46,17;26,3;5,36;0,57;7,61;0,73;0,44;0,94;NA;17,84;4,46;16,89;18,81;0,26;0;0,12;0,39;31,1;0,6
03/01/2017 11:00;9,4;40;46,74;16,59;3,62;0,47;21,98;0;35,79;44,7;25,2;5,11;0,6;7,63;0,07;0,04;0,13;NA;0;0;16,9;18,82;0,26;0;0,09;0,5;31,21;0,62
03/01/2017 12:00;30,31;40;15,87;26;19,48;0,47;21,96;0;35,75;44,29;24,73;5;0,61;7,6;0;0;0;NA;0;0;16,88;18,7;0,26;0;0,05;0,5;31,68;0,62
03/01/2017 13:00;81,74;40;25,15;6,55;23,06;0,47;21,97;0;35,79;45,29;25,23;5,12;0,63;7,62;0;0;0;NA;0;0;11,9;14,69;0,26;0;0,05;0,5;31,78;0,62
03/01/2017 14:00;51,59;40;7,09;45,45;37,56;0,47;21,96;0;35,8;45,45;25,36;5,15;0,65;7,64;0;0;0;NA;0;0;10,46;10,73;0,25;0;0,04;0,5;31,86;0,61
03/01/2017 15:00;31,93;40;15,13;19,28;46,16;0,47;21,96;0;35,77;44,68;24,84;5,04;0,66;7,61;0;0;0;NA;0;0;10,43;10,44;0,26;0;0,03;0,5;31,86;0,61
03/01/2017 16:00;44,62;40;49,95;32,92;13,54;0,47;21,96;0;35,78;44,45;24,63;4,98;0,7;7,61;0;0;0;NA;0;0;15,58;14,93;0,27;0;0,03;0,47;31,95;0,61
03/01/2017 17:00;35,64;40;21,25;51,79;26,88;0,47;21,96;0;35,76;44,53;25,22;5,13;0,77;7,62;0;0;0;NA;0;0;16,92;18,2;0,3;0;0,02;0,37;31,91;0,6
03/01/2017 18:00;56,41;40;28,22;12,25;20,25;0,47;21,98;0;35,72;44,42;24,75;5;0,71;7,56;0;0;0;NA;77,68;21,74;16,92;18,8;0,22;0;0,02;0,48;32;0,6
03/01/2017 19:00;3,07;40;9,61;46,54;31,83;0,47;22;0;35,71;44,23;24,59;4,99;0,7;7,57;0;0;0;NA;82,37;4,44;16,92;18,85;0,14;0;0;0,5;32;0,59
03/01/2017 20:00;18;40;20,99;33,18;43,63;0,47;21,97;0;35,66;44,85;25,43;5,14;0,67;7,55;0;0;0;NA;83,24;0;16,9;18,86;0,16;0;0;0,5;31,84;0,28
03/01/2017 21:00;9,15;40;8,59;1,45;2,58;0,46;21,98;0;35,7;44,51;25,08;5,09;0,66;7,54;0;0;0;NA;14,71;0;2,96;9,33;0,18;0;0;0,12;14,55;0
03/01/2017 22:00;7,43;40;41,58;2,7;32,31;0,41;21,97;0;35,68;44,61;24,91;5,05;0,67;7,59;0;0;0;NA;0;0;0;0,48;0,2;0;0;0;1,24;0
03/01/2017 23:00;39,63;40;39,35;52,43;59,67;0;20,34;0;6,35;16,7;9,49;1,65;0,7;1,32;0;0;0;NA;0;0;0;0,47;0,22;0;0;0;0;0
04/01/2017 00:00;58,04;40;35,04;21,5;49,11;0;9,84;0;0;7,16;3,55;0,34;0,64;0;0;0;0;NA;0;0;0;0,47;0,23;0;0;0;0;0
04/01/2017 01:00;66,62;40;8,08;41,94;32,43;0;1,59;0;0;6,03;3;0,18;0,62;0;0;0;0;NA;0;0;0;0,47;0,24;0;0;0;0;0
04/01/2017 02:00;51,95;40;14,38;13,69;35,73;0;0;0;0;6;2,97;0,16;0,6;0;0;0;0;NA;0;0;0;0,47;0,25;0;0;0;0;0
04/01/2017 03:00;28,43;40;32,37;32,56;25,2;0;0;0;0;6;2,97;0,17;0,59;0;0;0;0;NA;0;0;0;0,47;0,26;0;0;0;0;0
04/01/2017 04:00;37,82;40;22,69;50,15;37,61;0;0;0;0;3,46;4,18;0,48;0,59;0;0;0;0;NA;0;0;0;0,02;0,26;0;0;0;0;0
04/01/2017 05:00;35,87;40;0,29;36,7;54,82;0;0;0;0;0;2,95;0,51;0,59;0;0;0;0;NA;0;0;0;0;0,26;0;0;0;0;0
04/01/2017 06:00;5,43;40;41,13;5,2;59,81;0,24;0;0;0;0,03;0;0;0,52;0;0;0;0;NA;0;0;0;0;0,27;0;0;0;0;0,42
04/01/2017 07:00;52,98;40;1,88;11,39;48,43;0,43;0,11;0;33,2;27,62;14,04;3,09;0,45;5,81;0;0;0;NA;32,67;0;0;0;0,27;0;0,04;0;27,92;0,57
04/01/2017 08:00;37,09;40;39,8;40,7;54,11;0,43;19,93;0;35,8;42,35;22,57;4,7;0,46;7,07;0;0;0;NA;82,36;21,87;0;0;0,27;0;0,04;0;31,86;0,56
04/01/2017 09:00;11,43;40;14,16;47,95;5,92;0,43;21,97;0;35,78;42,97;22,54;4,54;0,48;7,65;0,62;0,42;0,81;NA;82,14;23,66;0;0;0,09;0;0,03;0;31,58;0,57
04/01/2017 10:00;62,99;40;47,92;37,38;0,76;0,43;21,98;0;35,79;42,74;23,39;4,73;0,49;7,61;0,73;0,49;0,88;NA;81,91;4,43;0;0;0;0;0,01;0;31,85;0,57
04/01/2017 11:00;29,12;40;47,29;46,82;3,84;0,43;21,98;0;35,77;43,6;23,98;4,83;0,53;7,62;0,07;0,05;0,12;NA;82,23;0;0;0;0,38;0;0,01;0;31,56;0,57
04/01/2017 12:00;12,35;40;2,73;5,12;30,65;0,43;21,96;0;35,75;44,78;24,67;5;0,54;7,61;0;0;0;NA;82,04;0;12,98;9,2;0,31;0;0;0;31,7;0,57
04/01/2017 13:00;61,41;40;11,64;36,32;42,69;0,43;21,98;0;35,71;44,2;24,87;5,02;0,56;7,58;0;0;-0,35;NA;82,73;0;16,88;17,9;0,29;0;0;0;31,66;0,57
04/01/2017 14:00;10,62;40;48,62;1,38;7,05;0,44;21,96;0;6,34;44,3;25,39;5,16;0,6;7,58;0;0;-0,63;NA;83,37;0;10,27;16,55;0,27;0;0;0;31,85;0,57
04/01/2017 15:00;45,97;40;3,63;2,47;52,61;0,44;21,98;0;0;43,97;24,62;4,97;0,61;7,57;0;0;-0,63;NA;20,38;0;0;0,91;0,24;0;0,03;0;31,84;0,56
04/01/2017 16:00;25,99;40;31,03;2,88;26,44;0,44;21,97;0;0;44,06;24,63;4,99;0,64;7,53;0;0;-0,02;NA;72,04;0;0,12;0,68;0;0;0,03;0;31,84;0,55
04/01/2017 17:00;49,69;40;9,31;31,67;43,25;0,44;21,98;0;33,43;44,26;24,56;4,97;0,65;7,54;0;0;0;NA;93,22;0;16,06;12,09;0,13;0;0,02;0;32,03;0,54
04/01/2017 18:00;26,54;40;39,71;28,37;34,2;0,37;21,97;0;35,74;44,22;24,6;4,98;0,66;7,5;0;0;0;NA;94,96;21,96;16,89;18,33;0,34;0;0;0;32,01;0,54
04/01/2017 19:00;54,88;40;46;3,17;48,73;0;21,96;0;35,78;44,7;24,81;5,02;0,67;7,5;0;0;0;NA;96,31;23,66;16,88;18,71;0,3;0;0;0;32,01;0,54
04/01/2017 20:00;22,78;40;45,36;8,75;24,77;0;9,09;0;35,72;37,59;20,89;4,17;0,65;7,5;0;0;0;NA;96,27;4,45;16,88;18,76;0,27;0;0;0;31,85;0,26
04/01/2017 21:00;20,87;40;14,71;54,44;46,31;0;1,65;0;6,34;11,25;8,37;1,43;0,63;1,31;0;0;0;NA;17,22;0;2,96;9,28;0,24;0;0;0;14,54;0
04/01/2017 22:00;5,09;40;6,4;18,56;25,34;0;0;0;0;6;3,68;0,39;0,63;0;0;0;0;NA;0;0;0;0,47;0,22;0;0;0;1,26;0
04/01/2017 23:00;38,88;40;4,61;12,91;1,13;0;0;0;0;2,7;4,01;0,51;0,65;0;0;0;0;NA;0;0;0;0,47;0,21;0;0;0;0;0
05/01/2017 00:00;64,34;40;1,98;50,59;50,76;0;0;0;0;0;0;0,01;0,61;0;0;0;0;NA;0;0;0;0,47;0,21;0;0;0;0;0
05/01/2017 01:00;58,05;40;13,56;46,01;30,62;0;0;0;0;0;0;0;0,57;0;0;0;0;NA;0;0;0;0,48;0,22;0;0;0;0;0
05/01/2017 02:00;0,83;40;25,95;23,21;22,59;0;0;0;0;0;0;0;0,55;0;0;0;0;NA;0;0;0;0,48;0,24;0;0;0;0;0
05/01/2017 03:00;36,49;40;44,22;31,25;5,23;0;0;0;0;0;0;0;0,54;0;0;0;0;NA;0;0;0;0,37;0,17;0;0;0;0;0
05/01/2017 04:00;43,93;40;33,35;10,11;17,78;0;0;0;0;0;0;0;0,53;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0
05/01/2017 05:00;11,62;40;1,62;42,39;20,55;0;0;0;0;0;0;0;0,52;0;0;0;0;NA;0;0;0;0;0,22;0;0;0;0;0
05/01/2017 06:00;5,4;40;10,63;18,05;43,45;0,22;0;0;0;0,02;0;0;0,47;0;0;0;0;NA;0;0;0;0;0,31;0;0;0;0;0
05/01/2017 07:00;34,85;40;34;39,4;25,55;0,4;0,05;0;0;31,4;16,88;3,91;0,32;6,22;0;0;0;NA;77,22;0;0,07;0,02;0,29;0;0;0;0;0,36
05/01/2017 08:00;56,69;40;29,12;34,12;1,79;0,4;19,85;0;0;45,38;25,69;5,46;0,41;6,87;0;0;0;NA;93,07;0;15,88;11;0,27;0;0;0;27,72;0,53
05/01/2017 09:00;20,41;40;42,48;45,66;37,15;0,38;21,97;0;33,22;44,22;24,61;5,08;0,45;7,51;0,65;0,41;0,85;NA;93,43;0;16,88;18,27;0,28;0;0;0;31,79;0,51
05/01/2017 10:00;81,61;40;46,57;27,05;20,69;0,41;21,95;0;35,8;43,93;24,38;5,03;0,48;7,5;0,79;0,46;0,91;NA;92,58;0;16,9;18,75;0,3;0;0;0;31,48;0,52
05/01/2017 11:00;76,47;40;38,22;2,29;37,9;0,41;21,95;0;35,8;43,53;24,11;4,96;0,5;7,5;0,07;0,05;0,12;NA;92,58;0;16,9;18,81;0,3;0;0;0;31,81;0,53
05/01/2017 12:00;76,29;40;8,11;40,13;15,17;0,35;21,98;0;35,8;43,83;24,19;4,96;0,52;7,5;0;0;0;NA;93,07;0;16,9;18,88;0,3;0;0;0;31,66;0,52
05/01/2017 13:00;48,88;40;1,21;50,79;34,15;0;22;0;35,8;43,84;24,13;4,96;0,54;7,5;0;0;0;NA;93;0;16,9;18,9;0,3;0;0;0;31,67;0,52
05/01/2017 14:00;43,17;40;43,31;33,9;37,47;0;6,2;0;35,8;37,12;19,58;3,91;0,57;7,5;0;0;0;NA;16,67;0;5,15;12,31;0,3;0;0;0;29,89;0,37
05/01/2017 15:00;29,15;40;16,76;33,24;20,58;0,17;2,07;0;35,8;33,8;18,46;3,95;0,58;7,49;0;0;0;NA;0;0;0;0,59;0,3;0;0;0;26,65;0,51
05/01/2017 16:00;47,19;40;5,7;22,45;4,08;0,4;0,19;0;6,35;32,6;19,07;4,35;0,57;7,44;0;0;0;NA;0;0;0,09;0,68;0,3;0;0;0;31,38;0,51
05/01/2017 17:00;75,97;40;42,82;30,36;43,73;0,4;20,52;0;33,16;43,03;24,46;5,15;0,6;7,5;0;0;0;NA;0;0;16,08;11,81;0,35;0;0;0;31,59;0,51
05/01/2017 18:00;29,9;40;20,72;52,96;22,51;0,38;21,96;0;35,7;43,98;24,56;5,04;0,61;7,48;0;0;0;NA;78,27;29,83;16,91;18,44;0,3;0;0;0;31,72;0,5
05/01/2017 19:00;43,11;40;47,79;46,2;41,21;0;21,97;0;35,73;44,04;24,55;5,05;0,61;7,48;0;0;0;NA;91,96;25,48;16,89;18,86;0,27;0;0;0;31,82;0,5
05/01/2017 20:00;82,2;40;23,82;37,74;11,81;0;8,89;0;6,35;37,4;19,88;3,97;0,63;7,5;0;0;0;NA;51,71;4,43;2,94;9,33;0,24;0;0;0;31,94;0,49
05/01/2017 21:00;53,9;40;42,31;45,62;7,74;0;2,97;0;0;34,29;18,05;3,77;0,55;7,47;0;0;0;NA;0;0;0;0,54;0,21;0;0;0;31,86;0,49
05/01/2017 22:00;70,59;40;9,68;34,47;29,37;0;0;0;0;10,79;8,09;1,49;0,59;1,29;0;0;0;NA;0;0;0;0,53;0,02;0;0;0;31,92;0,48
05/01/2017 23:00;43,6;40;15,61;22,13;32,45;0;0;0;0;5,96;3,54;0,37;0,57;0;0;0;0;NA;0;0;0;0,53;0;0;0;0;31,97;0,26
06/01/2017 00:00;7,9;40;36,81;45,76;18,89;0;0;0;0;0,42;3,52;0,56;0,54;0;0;0;0;NA;0;0;0;0,52;0,39;0;0;0;14,48;0
06/01/2017 01:00;55,95;40;22,63;33,46;29,03;0;0;0;0;0;0;0;0,56;0;0;0;0;NA;0;0;0;0,52;0,3;0;0;0;1,32;0
06/01/2017 02:00;16,74;40;30,59;28,91;10,47;0;0;0;0;0;0;0;0,56;0;0;0;0;NA;0;0;0;0,53;0,28;0;0;0;0;0
06/01/2017 03:00;21,65;40;24,96;41,15;18,23;0;0;0;0;0;0;0;0,55;0;0;0;0;NA;0;0;0;0,43;0,26;0;0,03;0;0;0
06/01/2017 04:00;38,7;40;22,87;50,19;4,54;0;0;0;0;0;0;0;0,54;0;0;0;0;NA;0;0;0;0;0,02;0;0,04;0;0;0
06/01/2017 05:00;32,11;40;5,4;14,09;36,74;0;0;0;0;0;0;0;0,53;0;0;0;0;NA;0;0;0;0;0;0;0,03;0;0;0
06/01/2017 06:00;56,64;40;22,26;3,68;53,22;0;0,09;0;0;0,04;0;0;0,49;0;0;0;0;NA;0;0;0,11;0,03;0,41;0;0,03;0;0;0,35
06/01/2017 07:00;29,32;40;49,04;16,28;21,49;0;19,75;0;33,02;38,44;19,62;4,1;0,46;5,77;0;0;0;NA;78,17;0;16,09;11,08;0,32;0;0,02;0;27,83;0,47
06/01/2017 08:00;49,18;40;27,06;46,03;11,47;0;21,95;0;35,76;42,12;24,01;4,87;0,43;6,25;0;0;0;NA;92,06;30,03;16,88;18,45;0,31;0;0,01;0;31,85;0,46
06/01/2017 09:00;62,98;40;43,11;14,73;34,11;0;21,99;0;35,76;41,19;23;4,65;0,44;6,93;0,62;0,4;0,18;NA;91,92;28,34;16,87;18,92;0,01;0;0;0,18;31,62;0,47
06/01/2017 10:00;47,27;40;45,27;23,49;42,83;0;21,96;0;35,75;42,1;23,33;4,69;0,41;7,33;0,08;0,05;0,12;NA;91,75;5,29;16,89;18,93;0;0;0;0,49;31,85;0,48
06/01/2017 11:00;18,21;40;9,96;47,38;19,94;0;21,97;0;35,73;42,03;23,2;4,67;0,42;6,99;0;0;0;NA;91,3;0;16,89;18,96;0,42;0;0;0,5;31,53;0,47
06/01/2017 12:00;58,3;40;13,61;30,76;36,14;0;21,97;0;35,77;41,13;22,66;4,54;0,43;7,01;0;0;0;NA;91,49;0;16,88;18,81;0,31;0;0,01;0,5;31,66;0,22
06/01/2017 13:00;27,97;40;7,93;43,73;7,16;0;9;0;29,3;12,62;9,12;1,59;0,46;1,26;0;0;0;NA;91,45;0;2,98;9,12;0,29;0;0,03;0,5;13,8;0
06/01/2017 14:00;62,55;40;7,29;50,49;43,3;0;2,96;0;4,81;4,73;3,53;0,42;0,48;0;0;0;0;NA;16,83;0;0,01;0,48;0,06;0;0;0,5;1,17;0
06/01/2017 15:00;46,85;40;17,88;9,54;1,88;0;0;0;0;0;0;0;0,48;0;0;0;0;NA;0;0;0;0,47;0;0;0;0,38;0;0
06/01/2017 16:00;33,16;40;38,26;19,93;24,14;0;0;0;0;0;0;0;0,47;0;0;0;0;NA;0;0;0,07;0,62;0,36;0;0;0,06;0;0
06/01/2017 17:00;73,85;40;24,19;22,94;31,3;0;0,19;0;30,76;6,73;2,9;0,44;0,46;1,1;0;0;0;NA;32,97;0;15,91;10,89;0,32;0;0;0,05;0;0,34
06/01/2017 18:00;22,83;40;46,83;19,78;3,95;0;20,01;0;35,24;40,78;22,62;4,76;0,5;6,13;0;0;0;NA;88,35;30,65;16,89;18,3;0,3;0;0;0,05;27,62;0,45
06/01/2017 19:00;6,95;40;34,55;6,1;18,59;0;21,95;0;35,69;45,99;25,78;5,25;0,51;7,32;0;0;0;NA;85,63;25,37;16,87;18,8;0,1;0;0;0,24;31,86;0,44
06/01/2017 20:00;53,62;40;18,58;11,46;33,88;0;21,97;0;35,71;44,21;24,66;5;0,55;7,45;0;0;0;NA;31,45;4,66;16,91;18,86;0;0;0;0,49;31,47;0,45
06/01/2017 21:00;79,72;40;43,96;5,85;6,07;0;21,98;0;35,69;43,56;24,17;4,88;0,56;7,43;0;0;0;NA;0;0;16,9;18,89;0,28;0;0;0,5;31,86;0,44
06/01/2017 22:00;77,46;40;45,57;29,06;15,76;0;21,98;0;35,68;43,84;24,33;4,91;0,57;7,42;0;0;0;NA;0;0;16,91;18,89;0,3;0;0;0,5;31,42;0,45
06/01/2017 23:00;73,11;40;35,56;5,52;54,78;0;21,95;0;35,69;44,13;24,53;4,94;0,57;7,38;0;0;0;NA;65,7;0;16,89;18,88;0,27;0;0;0,5;31,64;0,21
07/01/2017 00:00;11,91;40;4,32;40,62;56,13;0;10,37;0;5,75;12,34;7,05;1,03;0,6;1,16;0;0;0;NA;12,31;0;2,67;8,99;0,24;0;0;0,5;13,93;0
